conf,supp,elapsed_time,rule_count
1.0,0.3,0.06134295463562012,158
0.5,0.3,0.20982933044433594,22113
0.05,0.3,0.21197748184204102,26614
0.005,0.3,0.10422492027282715,26614
0.0005,0.3,0.11234664916992188,26614
1.0,0.03,3.7121360301971436,53623
0.5,0.03,10.666462421417236,886700
0.05,0.03,22.229022979736328,2440737
0.005,0.03,24.745704650878906,2470742
0.0005,0.03,23.015421628952026,2470742
